iarai-playground
Warmup ... batch 50, workers 4
((5)-get_item) __getitem__ id (140361798698032) 174.11231994628906 ms
((5)-get_item) __getitem__ id (140361798698032) 127.9456615447998 ms
((5)-get_item) __getitem__ id (140361798698032) 134.42635536193848 ms
((5)-get_item) __getitem__ id (140361798698032) 147.65262603759766 ms
((5)-get_item) __getitem__ id (140361798698032) 181.14066123962402 ms
((5)-get_item) __getitem__ id (140361798698032) 141.02411270141602 ms
((5)-get_item) __getitem__ id (140361798698032) 144.99497413635254 ms
((5)-get_item) __getitem__ id (140361798698032) 141.2215232849121 ms
((5)-get_item) __getitem__ id (140361798698032) 145.91693878173828 ms
((5)-get_item) __getitem__ id (140361798698032) 151.87478065490723 ms
((5)-get_item) __getitem__ id (140361798698032) 166.99624061584473 ms
((5)-get_item) __getitem__ id (140361798698032) 212.5535011291504 ms
((5)-get_item) __getitem__ id (140361798698032) 148.56648445129395 ms
((5)-get_item) __getitem__ id (140361798698032) 137.4063491821289 ms
((4)-threadedmapdataset-fetcher) fetch id (140361798735616) 7703.689098358154 ms
((5)-get_item) __getitem__ id (140361798698032) 323.9271640777588 ms
((5)-get_item) __getitem__ id (140361798698032) 136.75975799560547 ms
((5)-get_item) __getitem__ id (140361798698032) 162.09769248962402 ms
((5)-get_item) __getitem__ id (140361798698032) 138.89813423156738 ms
((5)-get_item) __getitem__ id (140361798698032) 188.27104568481445 ms
((5)-get_item) __getitem__ id (140361798698032) 156.43572807312012 ms
((5)-get_item) __getitem__ id (140361798698032) 165.82512855529785 ms
((5)-get_item) __getitem__ id (140361798698032) 143.89753341674805 ms
((5)-get_item) __getitem__ id (140361798698032) 143.64027976989746 ms
((5)-get_item) __getitem__ id (140361798698032) 153.6557674407959 ms
((5)-get_item) __getitem__ id (140361798698032) 140.60521125793457 ms
((5)-get_item) __getitem__ id (140361798698032) 224.04050827026367 ms
((5)-get_item) __getitem__ id (140361798698032) 150.4204273223877 ms
((5)-get_item) __getitem__ id (140361798698032) 142.5313949584961 ms
((5)-get_item) __getitem__ id (140361798698032) 157.70435333251953 ms
((5)-get_item) __getitem__ id (140361798698032) 133.15701484680176 ms
((5)-get_item) __getitem__ id (140361798698032) 117.3393726348877 ms
((5)-get_item) __getitem__ id (140361798698032) 153.90682220458984 ms
((5)-get_item) __getitem__ id (140361798698032) 143.74184608459473 ms
((5)-get_item) __getitem__ id (140361798698032) 152.4672508239746 ms
((5)-get_item) __getitem__ id (140361798698032) 140.06733894348145 ms
((5)-get_item) __getitem__ id (140361798698032) 125.4878044128418 ms
((5)-get_item) __getitem__ id (140361798698032) 120.87059020996094 ms
((5)-get_item) __getitem__ id (140361798698032) 209.73443984985352 ms
((5)-get_item) __getitem__ id (140361798698032) 153.0325412750244 ms
((5)-get_item) __getitem__ id (140361798698032) 165.56692123413086 ms
((5)-get_item) __getitem__ id (140361798698032) 124.12333488464355 ms
((5)-get_item) __getitem__ id (140361798698032) 163.35082054138184 ms
((5)-get_item) __getitem__ id (140361798698032) 135.6210708618164 ms
((5)-get_item) __getitem__ id (140361798698032) 151.10421180725098 ms
((5)-get_item) __getitem__ id (140361798698032) 129.51016426086426 ms
((5)-get_item) __getitem__ id (140361798698032) 136.38949394226074 ms
((5)-get_item) __getitem__ id (140361798698032) 144.20104026794434 ms
((5)-get_item) __getitem__ id (140361798698032) 170.05515098571777 ms
((5)-get_item) __getitem__ id (140361798698032) 144.06275749206543 ms
((5)-get_item) __getitem__ id (140361798698032) 133.68582725524902 ms
((5)-get_item) __getitem__ id (140361798698032) 155.6706428527832 ms
((5)-get_item) __getitem__ id (140361798698032) 152.23073959350586 ms
((5)-get_item) __getitem__ id (140361798698032) 163.43331336975098 ms
((5)-get_item) __getitem__ id (140361798698032) 182.45553970336914 ms
((5)-get_item) __getitem__ id (140361798698032) 140.35296440124512 ms
((5)-get_item) __getitem__ id (140361798698032) 135.11323928833008 ms
((5)-get_item) __getitem__ id (140361798698032) 158.78748893737793 ms
((5)-get_item) __getitem__ id (140361798698032) 139.88518714904785 ms
((5)-get_item) __getitem__ id (140361798698032) 142.67468452453613 ms
((5)-get_item) __getitem__ id (140361798698032) 136.14439964294434 ms
((5)-get_item) __getitem__ id (140361798698032) 132.76147842407227 ms
((5)-get_item) __getitem__ id (140361798698032) 135.606050491333 ms
((5)-get_item) __getitem__ id (140361798698032) 117.84052848815918 ms
((5)-get_item) __getitem__ id (140361798698032) 139.38593864440918 ms
((4)-threadedmapdataset-fetcher) fetch id (140361798735616) 7609.7822189331055 ms
((5)-get_item) __getitem__ id (140361798698032) 332.6084613800049 ms
((5)-get_item) __getitem__ id (140361798698032) 150.8474349975586 ms
((5)-get_item) __getitem__ id (140361798698032) 144.43230628967285 ms
((5)-get_item) __getitem__ id (140361798698032) 161.72218322753906 ms
((5)-get_item) __getitem__ id (140361798698032) 142.24600791931152 ms
((5)-get_item) __getitem__ id (140361798698032) 155.9607982635498 ms
((5)-get_item) __getitem__ id (140361798698032) 139.15371894836426 ms
((5)-get_item) __getitem__ id (140361798698032) 144.82498168945312 ms
((5)-get_item) __getitem__ id (140361798698032) 122.96462059020996 ms
((5)-get_item) __getitem__ id (140361798698032) 148.59604835510254 ms
((5)-get_item) __getitem__ id (140361798698032) 149.64628219604492 ms
((5)-get_item) __getitem__ id (140361798698032) 166.72468185424805 ms
((5)-get_item) __getitem__ id (140361798698032) 141.15238189697266 ms
((5)-get_item) __getitem__ id (140361798698032) 125.12040138244629 ms
((5)-get_item) __getitem__ id (140361798698032) 149.07407760620117 ms
((5)-get_item) __getitem__ id (140361798698032) 143.04828643798828 ms
((5)-get_item) __getitem__ id (140361798698032) 143.6910629272461 ms
((5)-get_item) __getitem__ id (140361798698032) 148.1478214263916 ms
((5)-get_item) __getitem__ id (140361798698032) 117.67911911010742 ms
((5)-get_item) __getitem__ id (140361798698032) 174.61347579956055 ms
((5)-get_item) __getitem__ id (140361798698032) 137.65716552734375 ms
((5)-get_item) __getitem__ id (140361798698032) 148.86856079101562 ms
((5)-get_item) __getitem__ id (140361798698032) 146.95405960083008 ms
((5)-get_item) __getitem__ id (140361798698032) 145.0972557067871 ms
((5)-get_item) __getitem__ id (140361798698032) 137.1133327484131 ms
((5)-get_item) __getitem__ id (140361798698032) 145.76077461242676 ms
((5)-get_item) __getitem__ id (140361798698032) 125.02837181091309 ms
((5)-get_item) __getitem__ id (140361798698032) 143.4650421142578 ms
((5)-get_item) __getitem__ id (140361798698032) 155.11107444763184 ms
((5)-get_item) __getitem__ id (140361798698032) 159.3928337097168 ms
((5)-get_item) __getitem__ id (140361798698032) 150.03490447998047 ms
((5)-get_item) __getitem__ id (140361798698032) 149.61695671081543 ms
